solution_id,stock_code,industry,factor_score
14,2920,C39计算机、通信和其他电子设备制造业,0.0035875831574383
14,300015,Q84卫生,0.0026534099386199
14,300308,C39计算机、通信和其他电子设备制造业,1.0946150242108226
14,301,C26化学原料和化学制品制造业,0.0026532942617612
14,600029,G56航空运输业,0.0028342652095002
14,600089,C38电气机械和器材制造业,0.0961793056367323
14,600183,C39计算机、通信和其他电子设备制造业,1.0946150242108226
14,600426,C26化学原料和化学制品制造业,0.0267106070731643
14,600489,B09有色金属矿采选业,0.0279271849738293
14,600570,I65软件和信息技术服务业,0.0028555819492672
14,601066,J67资本市场服务,0.0034509541433871
14,601100,C34通用设备制造业,0.0027616736191773
14,601601,J68保险业,0.0028965958612127
14,601698,I63电信、广播电视和卫星传输服务,0.01805289382789
14,601872,G55水上运输业,1.0946150242108226
14,601888,L72商务服务业,0.0065074608182295
14,603260,C26化学原料和化学制品制造业,0.0031466675413248
14,603799,C32有色金属冶炼和压延加工业,0.1470816931483099
14,603993,B09有色金属矿采选业,0.017332826482709
14,605117,C38电气机械和器材制造业,0.007562538746494
14,688082,C35专用设备制造业,0.0429665378551627
14,688169,C39计算机、通信和其他电子设备制造业,0.00384515187064
14,688187,C37铁路、船舶、航空航天和其他运输设备制造业,0.0028625161308551
14,975,B09有色金属矿采选业,0.1110131810855507
14,977,C39计算机、通信和其他电子设备制造业,0.1313046935874331
15,2352,G60邮政业,0.0026348237557344
15,2594,C36汽车制造业,0.002729104674505
15,2920,C39计算机、通信和其他电子设备制造业,0.0035875831574383
15,300308,C39计算机、通信和其他电子设备制造业,1.0946150242108226
15,300316,C35专用设备制造业,0.0027697126532158
15,301,C26化学原料和化学制品制造业,0.0026532942617612
15,600029,G56航空运输业,0.0028342652095002
15,600183,C39计算机、通信和其他电子设备制造业,1.0946150242108226
15,600426,C26化学原料和化学制品制造业,0.0267106070731643
15,600489,B09有色金属矿采选业,0.0279271849738293
15,600522,C38电气机械和器材制造业,0.0028790179723032
15,600570,I65软件和信息技术服务业,0.0028555819492672
15,601066,J67资本市场服务,0.0034509541433871
15,601100,C34通用设备制造业,0.0027616736191773
15,601166,J66货币金融服务,0.0026270518698685
15,601601,J68保险业,0.0028965958612127
15,601698,I63电信、广播电视和卫星传输服务,0.01805289382789
15,601868,E48土木工程建筑业,0.0026065263391855
15,601872,G55水上运输业,1.0946150242108226
15,601881,J67资本市场服务,0.0026744232192687
15,601888,L72商务服务业,0.0065074608182295
15,601995,J67资本市场服务,0.0026174072038186
15,603799,C32有色金属冶炼和压延加工业,0.1470816931483099
15,603993,B09有色金属矿采选业,0.017332826482709
15,605117,C38电气机械和器材制造业,0.007562538746494
15,688082,C35专用设备制造业,0.0429665378551627
15,688169,C39计算机、通信和其他电子设备制造业,0.00384515187064
15,688187,C37铁路、船舶、航空航天和其他运输设备制造业,0.0028625161308551
15,975,B09有色金属矿采选业,0.1110131810855507
15,977,C39计算机、通信和其他电子设备制造业,0.1313046935874331
16,2384,C39计算机、通信和其他电子设备制造业,1.0210268167017822
16,2594,C36汽车制造业,0.002729104674505
16,2920,C39计算机、通信和其他电子设备制造业,0.0035875831574383
16,300015,Q84卫生,0.0026534099386199
16,300308,C39计算机、通信和其他电子设备制造业,1.0946150242108226
16,301,C26化学原料和化学制品制造业,0.0026532942617612
16,338,C36汽车制造业,0.0026478385316346
16,600029,G56航空运输业,0.0028342652095002
16,600183,C39计算机、通信和其他电子设备制造业,1.0946150242108226
16,600426,C26化学原料和化学制品制造业,0.0267106070731643
16,600489,B09有色金属矿采选业,0.0279271849738293
16,600522,C38电气机械和器材制造业,0.0028790179723032
16,600547,B09有色金属矿采选业,0.005547905645881
16,600570,I65软件和信息技术服务业,0.0028555819492672
16,601066,J67资本市场服务,0.0034509541433871
16,601100,C34通用设备制造业,0.0027616736191773
16,601166,J66货币金融服务,0.0026270518698685
16,601601,J68保险业,0.0028965958612127
16,601698,I63电信、广播电视和卫星传输服务,0.01805289382789
16,601888,L72商务服务业,0.0065074608182295
16,603501,C39计算机、通信和其他电子设备制造业,0.0029912648341336
16,603799,C32有色金属冶炼和压延加工业,0.1470816931483099
16,603993,B09有色金属矿采选业,0.017332826482709
16,605117,C38电气机械和器材制造业,0.007562538746494
16,688082,C35专用设备制造业,0.0429665378551627
16,688169,C39计算机、通信和其他电子设备制造业,0.00384515187064
16,688187,C37铁路、船舶、航空航天和其他运输设备制造业,0.0028625161308551
16,792,C26化学原料和化学制品制造业,0.0048843597652502
16,975,B09有色金属矿采选业,0.1110131810855507
16,977,C39计算机、通信和其他电子设备制造业,0.1313046935874331
17,2384,C39计算机、通信和其他电子设备制造业,1.0210268167017822
17,2475,C39计算机、通信和其他电子设备制造业,0.0190526405910756
17,2594,C36汽车制造业,0.002729104674505
17,2709,C39计算机、通信和其他电子设备制造业,0.0302498138581888
17,300124,C38电气机械和器材制造业,0.002653375437987
17,300308,C39计算机、通信和其他电子设备制造业,1.0946150242108226
17,301,C26化学原料和化学制品制造业,0.0026532942617612
17,338,C36汽车制造业,0.0026478385316346
17,600029,G56航空运输业,0.0028342652095002
17,600183,C39计算机、通信和其他电子设备制造业,1.0946150242108226
17,600426,C26化学原料和化学制品制造业,0.0267106070731643
17,600522,C38电气机械和器材制造业,0.0028790179723032
17,600570,I65软件和信息技术服务业,0.0028555819492672
17,601066,J67资本市场服务,0.0034509541433871
17,601100,C34通用设备制造业,0.0027616736191773
17,601601,J68保险业,0.0028965958612127
17,601698,I63电信、广播电视和卫星传输服务,0.01805289382789
17,601872,G55水上运输业,1.0946150242108226
17,601888,L72商务服务业,0.0065074608182295
17,603799,C32有色金属冶炼和压延加工业,0.1470816931483099
17,603993,B09有色金属矿采选业,0.017332826482709
17,605117,C38电气机械和器材制造业,0.007562538746494
17,688082,C35专用设备制造业,0.0429665378551627
17,688169,C39计算机、通信和其他电子设备制造业,0.00384515187064
17,688187,C37铁路、船舶、航空航天和其他运输设备制造业,0.0028625161308551
17,876,C13农副食品加工业,0.002634572086134
17,975,B09有色金属矿采选业,0.1110131810855507
17,977,C39计算机、通信和其他电子设备制造业,0.1313046935874331
18,2384,C39计算机、通信和其他电子设备制造业,1.0210268167017822
18,2594,C36汽车制造业,0.002729104674505
18,2920,C39计算机、通信和其他电子设备制造业,0.0035875831574383
18,300308,C39计算机、通信和其他电子设备制造业,1.0946150242108226
18,300316,C35专用设备制造业,0.0027697126532158
18,301,C26化学原料和化学制品制造业,0.0026532942617612
18,600029,G56航空运输业,0.0028342652095002
18,600183,C39计算机、通信和其他电子设备制造业,1.0946150242108226
18,600426,C26化学原料和化学制品制造业,0.0267106070731643
