code,alpha,beta_mkt,beta_smb,beta_hml,t_alpha,r_squared,observations,name
600233,-0.0031596834535808733,0.298509167371691,-0.5887525375680853,-0.5037442151722351,-0.12871959714602385,0.05250408213428015,47,圆通速递
600276,-0.00712628271433299,0.3102859200032584,0.28631425896170226,-0.30668799062714497,-0.2820780914106919,0.05443054008623527,47,恒瑞医药
600346,822.7672450056,7444.76509390343,929.0341153324503,456.08230933663526,0.9373672599653813,0.005698406800902278,47,恒力股份
600362,-607.850977732587,-5498.8581009630825,-687.1164712964953,-337.17425321876453,-0.9373280579531873,0.005695627641162826,47,江西铜业
600372,-0.0240015764077486,0.22450616329354717,0.34074391801036535,-0.02881156098361438,-0.9766184282584647,0.023177267072251206,47,中航机载
600377,-0.014809126317032302,-0.06306898840557618,-0.12421169539671177,0.2110072472083113,-0.6397512130949956,0.013643871280131115,47,宁沪高速
600406,-0.012391888868072066,0.1531450667623447,-0.19836526296019139,-0.01573005596161159,-0.526717727218766,0.004392305075833547,47,国电南瑞
600415,0.007504875509258418,0.8302162284992769,-0.02454243704759,1.0650271338556898,0.217909883237136,0.04090502698000098,47,小商品城
600426,493.8205316475237,4468.807447831345,557.5172002937608,273.9769617541756,0.937368967161715,0.005699243216602423,47,华鲁恒升
600436,-0.0228947629733283,0.7199417824000014,-0.4771868492269765,-0.11946886264025788,-0.9618332817093596,0.07024314906255413,47,片仔癀
600438,240.02383939036986,2172.512972940753,271.4345703170149,133.13521195738107,0.9373831811470102,0.005702547488254162,47,通威股份
600482,-0.07482174032866691,-0.3213153434605263,0.125217401187705,0.13096950676447683,-0.8972475817696984,0.001674819903810798,47,中国动力
600489,-1257.2424123776282,-11374.718204610654,-1420.5231977795436,-697.2936880629321,-0.9373366916815347,0.005696761437190667,47,中金黄金
600515,-168968.51548033467,-1528729.5631237603,-190866.42480191987,-93652.63035740651,-0.9373577723232208,0.005697257653635823,47,海南机场
600519,-0.014872415186252966,0.7752032179134531,-0.9852604671614731,0.04956925829602708,-0.6286768417619607,0.09400331478388857,47,贵州茅台
600522,-2.697870437029678,-24.43587836700693,-3.1790886410441863,-2.4740672855396335,-0.9323754236311483,0.005403552623099994,47,中天科技
600547,-56.10202919164779,-507.330696695755,-63.49616417470372,-31.162973407609446,-0.9370904160502357,0.005688550362105138,47,山东黄金
600570,0.8812288122610528,8.950590817457773,1.7196736394557661,0.35805214185851414,0.9415595168325921,0.00778137436038373,47,恒生电子
600585,-0.024191937449312452,0.8941750810963804,-0.5765240557514283,0.4846332623581604,-0.9355078087123336,0.06269189686027765,47,海螺水泥
600588,-0.2295344036539483,-1.4172100649386405,0.5196153833168271,-0.7807397942020182,-0.9394309672509112,0.001586027740662188,47,用友软件
600600,-0.016000547468786333,0.9225665430632181,-0.9766542193666918,0.11767616020833928,-0.6493186066281255,0.10094292564979512,47,青岛啤酒
600660,-0.009623115446982924,0.5005056342526878,-0.5306662673017198,-0.26080735160276036,-0.386256361410127,0.04867796592250773,47,福耀玻璃
600674,-0.01073121445908542,0.011652570537258877,-0.21309340786700048,0.10287810655060084,-0.456873797828351,0.007028085446824983,47,川投能源
600690,-0.013279528075440881,0.9204014340288331,-1.080518758779092,0.2525422665555512,-0.5545247133582771,0.1137192063902277,47,青岛海尔
600760,-0.005401525828842398,-0.12177642576311437,0.5400589572323067,-0.3241917356084559,-0.22413836619830974,0.04172532025151732,47,中航沈飞
600803,-0.014777208186626872,0.7201308287980703,-0.38369192168291244,0.5277611146141897,-0.6054086069890995,0.04636336925548257,47,新奥股份
600809,-0.014684545643357527,0.9280752114152768,-1.0084981114380174,-0.17268703876802283,-0.5895599947351454,0.1178749968967654,47,山西汾酒
600845,-0.016358811998797393,0.08343085843860587,-0.12570839933726602,-0.4297386166668907,-0.6455736126750148,0.02294780281095976,47,宝信软件
600875,-0.01104292366625846,0.66652612794076,0.04406666447755163,0.3032529284542672,-0.4398554387749437,0.03469336002951373,47,东方电气
600886,-0.012732440249801453,0.21276324646184022,-0.328704612676705,0.3135541510984552,-0.5424476940499613,0.02069935996959038,47,国投电力
600887,-0.017195943054095365,0.9717204072682423,-0.7802349203162582,0.41113564860180807,-0.7265163236565935,0.09533055143541969,47,伊利股份
600893,-0.015889846882582354,0.18742528251429313,0.5548905820837979,-0.13777974114890396,-0.6984275447629034,0.05549162732576207,47,航空动力
600905,-0.021350497790549504,0.13577417413773152,-0.05786561318461329,0.013650923174970894,-0.9672753281336319,0.002321232736640755,47,三峡能源
600918,-0.021976627171128266,0.8313403652043955,-0.18629368738368624,0.3964553130422842,-0.9355258138084979,0.054968256276116234,47,中泰证券
600919,-0.013113565706918299,0.23916040686550824,-0.23681920230995535,0.41937367639445944,-0.5692451191590415,0.02367403747002006,47,江苏银行
600926,-0.011873227174091033,0.41483348064853554,-0.7199201488535794,0.37480103276667986,-0.48703706644453126,0.05416164825251013,47,杭州银行
600958,-0.0484603182428617,1.0300815854541754,-0.444780465087896,0.5457161491360074,-0.8848860698466039,0.016891060787188827,47,东方证券
600989,0.19224300057885021,2.469863664596649,-0.15952837786244642,0.2531485104285034,0.9593805696593753,0.010157087749191662,47,宝丰能源
600999,-0.010426244362476004,0.9179372167422825,-0.11299436176022261,0.4165633610003224,-0.570826668154577,0.10693971756135745,47,招商证券
601006,-0.02172847026420718,0.2635804660723623,0.0198424515522046,0.391124450244801,-0.9511380890181438,0.012014066352230235,47,大秦铁路
601009,-0.01799866979801268,0.0972506885323183,-0.4336330312724059,0.2974835185029767,-0.7902657269179673,0.03415558804962937,47,南京银行
601012,-0.013837124532145457,0.8520014438672742,0.22426601295979343,-0.2803211762607252,-0.9760872701478942,0.3361141417849882,47,隆基股份
601018,-0.021043651553260424,0.2668561250778121,-0.14153395893546308,0.1890007561971186,-0.9237432784939825,0.007475987236757464,47,宁波港
601021,-0.2348043105525886,-1.3476915899662452,-1.1911702870734397,-0.04669073280333377,-0.9171552768130975,0.004212329887538391,47,春秋航空
601058,-0.006287606514045,0.829152742287785,-0.3406275139964945,0.1319978982088426,-0.24915449232393216,0.058989963252512934,47,赛轮轮胎
601066,7.895831013105508,72.45531803368611,8.748673861109015,4.428370531446134,0.9383481806966644,0.005856789852219602,47,中信建投
601077,-0.011392023018315645,0.05999448740460229,-0.06715739905767702,0.19416809490157214,-0.49179575132238496,0.004866241193796195,47,渝农商行
601088,-0.005045165391116869,0.14325783612240553,-0.4150382078157645,0.441988625401275,-0.21244491839611096,0.04245375318826827,47,中国神华
601100,-0.011529541053841677,0.7869635452995649,-0.3727004400539907,-0.23054433394543722,-0.31693187490435804,0.043152516206940605,47,恒立液压
601111,-0.012870359133275625,0.5576854659506449,-0.7708473825878497,-0.11774747506385765,-0.702985468854964,0.09724675225431156,47,中国国航
601127,0.028304756235352863,1.000190402353671,-0.2580297245576162,-0.8327649807685501,0.8208676569320579,0.13969991425889705,47,赛力斯
601138,-517411.4545028736,-4681241.385214344,-584466.112026732,-286782.35841245827,-0.9373576991450616,0.005697257258274635,47,工业富联
601166,-0.018408873232422757,0.737643675006381,-0.3539512353765721,0.5396163825847118,-0.7849152394759865,0.050355475875446754,47,兴业银行
601169,-0.01853565928453082,0.1819328975036043,-0.1374032721392589,0.4250720465348767,-0.8159992156473033,0.02102621689944595,47,北京银行
601186,-0.018652183413456095,0.7832810013807086,-0.4398735481416981,0.8955244466636312,-0.7816350926599512,0.0840935659389681,47,中国铁建
601211,-0.015512201368011787,0.1847569651646743,0.2940277827371708,0.4343823830441973,-0.6343479182210241,0.013899320930139791,47,国泰君安
601225,-0.0035578124322016126,0.1881232233449446,-0.520035116398293,0.27380055154334554,-0.14591053399574672,0.03138809310128565,47,陕西煤业
601229,0.0009395754986357579,0.3948073985717663,-0.13431284225408904,0.36552907292000114,0.1309289330396784,0.1470371057843467,47,上海银行
601236,-0.02131637656000634,0.9516647980496468,-0.2837360873613649,0.36049943202493795,-0.8798922234425502,0.07003081087498131,47,红塔证券
601238,-0.020206022087401077,0.7024720247962841,-0.29289789723949095,0.21227843313067185,-0.821001796416803,0.04055674234003437,47,广汽集团
601288,-0.009283600282599258,0.11966699660222589,-0.12083579423982369,0.2908780712051985,-0.40196920462265273,0.010759450420370964,47,农业银行
601298,-0.01856123231603954,-0.025457982805692135,-0.14208790788275885,0.24890384596319431,-0.8016491657304635,0.015169732546547299,47,青岛港
601318,-5.7244284531945295,-50.526288551762846,-6.947305220726667,-2.4012046572817702,-0.9360117425113169,0.005547324729292091,47,中国平安
601319,-0.002586401962322917,0.8221182317525753,-0.36149514231737384,0.7150845126647962,-0.1531488283740139,0.12060845555481559,47,中国人保
601328,-0.01548031891927471,0.13817246665757793,-0.07394652302607994,0.4877580343565958,-0.6762360919595659,0.02603651991996847,47,交通银行
601336,0.05542663377841248,2.1985143988542872,-0.5522773334879396,1.0385418949298195,1.3620514255421832,0.11967556041093252,47,新华保险
601360,-1.326503818367765,-11.359833221952375,-0.9476283450928333,-0.7550427551005593,-0.9248170082736252,0.004805805713310907,47,三六零
601377,-11.197136282618768,-99.95914252031302,-13.011362192942041,-5.770835355400078,-0.9372511821365329,0.005590572729758603,47,兴业证券
601390,-0.009831744730395133,0.8109716952747213,-0.5770204689635334,0.907770759148176,-0.5448482543831079,0.15972215031790227,47,中国中铁
601398,-0.012428343482225851,0.045796211450645274,-0.1442756767541519,0.23005667163989302,-0.6302708194467221,0.013881307458087133,47,工商银行
601456,-0.017887816195270998,1.235803144522842,-0.09443289262205784,0.4616732704720435,-0.7162873601474304,0.11056332279576775,47,国联民生
601600,5.290257721261204,49.09981495753382,5.699109295115723,3.689258564564903,0.9404181242869131,0.005896758323184259,47,中国铝业
601601,0.44945249785685243,5.565089829314663,-0.01927250343239506,1.2647823073872775,0.9647605361358351,0.008553630259428457,47,中国太保
601607,-0.02185353063191815,0.5075180578674824,0.25476263425222334,0.7632950329087493,-0.9283369849581325,0.04054709516566546,47,上海医药
601618,0.6724718750083326,6.855720586834103,0.47704380031693266,0.5333575853829884,0.9395173889403474,0.006856040564586996,47,中国中冶
601628,-0.039846663303916306,0.9670465293012991,-0.7453417575314372,0.8260563076398191,-0.6781142357415232,0.02020852212814861,47,中国人寿
601633,-0.019497967610012695,1.1299059772611835,-0.1464219123722137,0.014003926208501716,-0.7417779033656924,0.11898154992824195,47,长城汽车
601658,-0.017085963094013428,0.5298585910343259,-0.529181481878283,0.6087424552670002,-0.7467212000598161,0.06289764109868645,47,邮储银行
601668,-0.015759263754817163,0.45233165997320257,-0.7003222556082949,0.5010236238104899,-0.6871071276508577,0.0703575122149267,47,中国建筑
601669,-0.020186587782298093,0.5638458607665005,-0.3647382347561953,0.5179880768978555,-0.8076460234608938,0.03534417621803432,47,中国水电
601688,0.18907703851603935,2.74536165768587,-0.18423909926571666,0.4105021321249841,0.9938453303284686,0.013114711828145165,47,华泰证券
601689,0.039134905389609356,0.4385952245165309,0.10842949500647896,-1.4896364425198028,2.2586949713435645,0.4589998911084391,47,拓普集团
